"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","module_name"
"module281",-0.061810388583454,11.0265378722984,0.132996090557961,0.71807153075881,0.884912643977586,"Exp1","Rhizosphere","MH63",149.666666666667,139.333333333333,162.666666666667,110.333333333333,153.25,127.75,"module28"
"module291",0.0774018806268385,11.0880328590349,0.114647220704459,0.737427203314655,0.884912643977586,"Exp1","Rhizosphere","MH63",129.5,133.333333333333,213.833333333333,122,156.083333333333,143.25,"module29"
"module311",-0.0500347432220117,8.94342599227284,0.0201941506555909,0.888008556441885,0.958021067423704,"Exp1","Rhizosphere","MH63",28.5,34.3333333333333,39,25.5,36.25,27.4166666666667,"module31"
"module321",0.303203769867457,10.3036153103206,1.3823651928806,0.249548729102937,0.528456132217984,"Exp1","Rhizosphere","MH63",61.3333333333333,67.6666666666667,107.666666666667,103.833333333333,77.9166666666667,92.3333333333333,"module32"
"module341",-0.37329390086915,10.901442366462,2.46326710196198,0.127711790486277,0.383135371458831,"Exp1","Rhizosphere","MH63",176.166666666667,85.1666666666667,145.833333333333,112.666666666667,159.25,100.666666666667,"module34"
"module_other2",0.0483119905561527,18.9311924299516,0.330156454235582,0.571090953612363,0.863895571568672,"Exp2","Rhizosphere","NIP",57962,60616.1666666667,46495.3333333333,28672.6666666667,50149.6666666667,46723.4166666667,"module_other"
"module132",0.0578160427785127,16.9738309816874,0.120483904994457,0.731635670472196,0.92604160482533,"Exp2","Rhizosphere","NIP",16325.6666666667,19464.3333333333,11384.5,6040,13869.4166666667,12737.8333333333,"module13"
"module112",-0.274552192608011,16.1076917960454,2.20971442819826,0.150593448185829,0.700299736107613,"Exp2","Rhizosphere","NIP",7248.66666666667,6415.5,7991,4159.83333333333,7077.16666666667,5830.33333333333,"module11"
"module92",0.145255221142445,17.1757502058292,2.18182039066178,0.153080901223442,0.700299736107613,"Exp2","Rhizosphere","NIP",15089,18910.3333333333,13094.5,9871.33333333333,14203.5833333333,14279,"module9"
"module36",0.204979017801103,13.5584444061298,1.62376007504408,0.215170843967765,0.832282854555113,"Exp2","Rhizosphere","NIP",2871,785.333333333333,390.166666666667,785.5,1158.75,1257.25,"module3"
"module142",-0.0583834379602297,14.6704273912115,0.0971304853260911,0.758081048739676,0.92604160482533,"Exp2","Rhizosphere","NIP",2167.83333333333,4649.5,2303.83333333333,1211.33333333333,2889.33333333333,2276.91666666667,"module14"
"module122",0.146613549598313,14.286251943729,0.217361021768587,0.645401031266659,0.893632197138451,"Exp2","Rhizosphere","NIP",2274.33333333333,2663.5,1972.66666666667,801.833333333333,1966.5,1889.66666666667,"module12"
"module113",-1.15237802295314,14.2468777358875,7.95892028824636,0.00963182429714044,0.346745674697056,"Exp2","Rhizosphere","NIP",1540.83333333333,5788,1414.16666666667,305.666666666667,3113.41666666667,1410.91666666667,"module1"
"module02",-0.0219082789988629,12.1472863824836,0.01170692308356,0.914767476871785,0.963280425725212,"Exp2","Rhizosphere","NIP",1095.33333333333,201.333333333333,149.833333333333,339.833333333333,487.833333333333,405.333333333333,"module0"
"module212",-0.948865503393436,11.7989471465319,5.92489571938784,0.0230191118983911,0.41434401417104,"Exp2","Rhizosphere","NIP",623,361.666666666667,462.666666666667,91.6666666666667,553.583333333333,215.916666666667,"module2"
"module182",-0.0583520116216295,11.896133235242,0.074282746443266,0.787608623430381,0.92604160482533,"Exp2","Rhizosphere","NIP",471.833333333333,204.166666666667,402.333333333333,297.833333333333,346.833333333333,341.25,"module18"
"module222",0.0286387492792153,12.3938339587727,0.0037196838670997,0.951889570018926,0.963280425725212,"Exp2","Rhizosphere","NIP",717.833333333333,684,439.5,224.833333333333,539.416666666667,493.666666666667,"module22"
"module42",-0.0104664109025013,7.63956917443451,0.00216565008925534,0.963280425725212,0.963280425725212,"Exp2","Rhizosphere","NIP",15.5,13.6666666666667,27,9.83333333333333,17.0833333333333,15.9166666666667,"module4"
"module52",0.652345792070275,7.8461406682315,3.90027677980543,0.0602811073697383,0.700299736107613,"Exp2","Rhizosphere","NIP",47.3333333333333,28.5,12.8333333333333,4.66666666666667,19,27.6666666666667,"module5"
"module62",0.2064670731521,9.22893761942016,1.36628271417986,0.254308650002951,0.832282854555113,"Exp2","Rhizosphere","NIP",65.8333333333333,62.8333333333333,62.6666666666667,31.8333333333333,54.5,57.0833333333333,"module6"
"module72",0.102128227349505,8.93013923250169,0.047057904156757,0.830158354167193,0.92604160482533,"Exp2","Rhizosphere","NIP",58.5,63.1666666666667,46.3333333333333,14,46.1666666666667,44.8333333333333,"module7"
"module82",-0.129822814194183,13.8814345355289,0.321867688397803,0.575930381045781,0.863895571568672,"Exp2","Rhizosphere","NIP",1796,2376.33333333333,1449.66666666667,672,1723.83333333333,1423.16666666667,"module8"
"module102",0.579956178944787,6.54690876308001,0.839998891635934,0.368815826811623,0.863895571568672,"Exp2","Rhizosphere","NIP",16.1666666666667,4,3.66666666666667,3.33333333333333,5.08333333333333,8.5,"module10"
"module152",0.118063452126015,8.12532352322701,0.166455600196656,0.687017767390376,0.916023689853835,"Exp2","Rhizosphere","NIP",36.1666666666667,35.1666666666667,24.3333333333333,12.3333333333333,27.9166666666667,26.0833333333333,"module15"
"module242",-0.196649327231854,12.316896876577,1.05050102267035,0.31594855107595,0.863895571568672,"Exp2","Rhizosphere","NIP",561.5,596.666666666667,475.666666666667,352,551.416666666667,441.5,"module24"
"module302",0.118891836304411,11.6206788036786,0.273567351720366,0.60590301275635,0.872500338369144,"Exp2","Rhizosphere","NIP",398,222.833333333333,430,144.166666666667,303.166666666667,294.333333333333,"module30"
"module162",-0.200991372338828,12.1962003069722,1.02973099355574,0.320676627398844,0.863895571568672,"Exp2","Rhizosphere","NIP",629,599,523,188.166666666667,548.5,421.083333333333,"module16"
"module172",-0.0826951497261661,10.8962524597214,0.357275607920645,0.55580679786569,0.863895571568672,"Exp2","Rhizosphere","NIP",222.666666666667,250.666666666667,212.833333333333,79.6666666666667,210.916666666667,172,"module17"
"module332",0.161350149454425,11.2360715581002,0.595346655047372,0.448138492255158,0.863895571568672,"Exp2","Rhizosphere","NIP",341,338.666666666667,188.333333333333,104.333333333333,242.416666666667,243.75,"module33"
"module192",-0.168915354678911,11.8063753433504,0.377427922057924,0.544954508740654,0.863895571568672,"Exp2","Rhizosphere","NIP",306,334.666666666667,470,214,342.833333333333,319.5,"module19"
"module202",-0.551167069994678,8.65464895951879,2.15387906553457,0.155622163579469,0.700299736107613,"Exp2","Rhizosphere","NIP",44.8333333333333,68.5,35.1666666666667,15,49.5833333333333,32.1666666666667,"module20"
"module213",-0.72448180621806,10.4470316240334,2.73581125925575,0.111574915398051,0.700299736107613,"Exp2","Rhizosphere","NIP",91.5,173.166666666667,151.5,64,146.833333333333,93.25,"module21"
"module232",0.272117622324246,10.5518019748962,2.46179346338043,0.130169773306036,0.700299736107613,"Exp2","Rhizosphere","NIP",144.5,253.166666666667,138.666666666667,58.6666666666667,144.666666666667,152.833333333333,"module23"
"module252",0.0677154415506061,9.29090116845193,0.0371320299377484,0.848871471089886,0.92604160482533,"Exp2","Rhizosphere","NIP",56,73.8333333333333,78.8333333333333,22.3333333333333,59.0833333333333,56.4166666666667,"module25"
"module262",0.106119738406365,13.3676963801252,0.544952636561992,0.467781332943472,0.863895571568672,"Exp2","Rhizosphere","NIP",1302.83333333333,1455.16666666667,869.5,609,1086.66666666667,1031.58333333333,"module26"
"module272",0.245232410646565,9.535602321738,0.534827925009851,0.471898422593148,0.863895571568672,"Exp2","Rhizosphere","NIP",110.5,90.1666666666667,69.8333333333333,19.3333333333333,74,70.9166666666667,"module27"
"module282",-0.28738154979958,10.679160445399,1.47465382410957,0.236815559901589,0.832282854555113,"Exp2","Rhizosphere","NIP",210.666666666667,201.166666666667,182.833333333333,72.6666666666667,191,142.666666666667,"module28"
"module292",-0.107703766532142,9.92843991612693,0.0590559262247121,0.810127664606482,0.92604160482533,"Exp2","Rhizosphere","NIP",139.666666666667,123.166666666667,76.5,39.3333333333333,105.083333333333,84.25,"module29"
"module312",0.293139276019431,7.04341781127746,0.629528750426574,0.435559297331625,0.863895571568672,"Exp2","Rhizosphere","NIP",13.6666666666667,10.5,11,6.66666666666667,9.83333333333333,11.0833333333333,"module31"
"module322",-0.119360568641265,12.5329707844653,0.447495119296527,0.510121793839487,0.863895571568672,"Exp2","Rhizosphere","NIP",651.666666666667,493,645.333333333333,435.666666666667,606.416666666667,506.416666666667,"module32"
"module342",0.146484667584897,11.0557857161189,0.879953873136941,0.357867276846088,0.863895571568672,"Exp2","Rhizosphere","NIP",251.5,225.5,189.666666666667,146.333333333333,199.333333333333,207.166666666667,"module34"
"module_other3",0.282258295463464,18.9599098793222,7.94263206039976,0.00882107364866613,0.086655000531513,"Exp2","Rhizosphere","MH63",25473.3333333333,21028,30559.8333333333,36661.8333333333,27587.4166666667,29274.0833333333,"module_other"
"module133",0.251845941179608,17.2136085346432,3.58863895753898,0.0686894031538701,0.227924870260636,"Exp2","Rhizosphere","MH63",8394.83333333333,7733,8542.83333333333,7021.83333333333,7782,8064.25,"module13"
"module114",0.411991801693763,15.7756038878234,7.73846123831484,0.00962833339239034,0.086655000531513,"Exp2","Rhizosphere","MH63",2243.66666666667,1415.5,3908.83333333333,6213.33333333333,2893.91666666667,3996.75,"module11"
"module93",0.307733723705427,17.0230274031003,4.44869605474967,0.0441247156632426,0.200593375655824,"Exp2","Rhizosphere","MH63",7095.5,6821.5,7716.16666666667,5859.33333333333,6580.16666666667,7166.08333333333,"module9"
"module37",0.413381563855582,14.4230800746593,6.59863058459469,0.0159087530730312,0.114543022125824,"Exp2","Rhizosphere","MH63",1026,1107.5,1164.5,1319.5,1093.66666666667,1215.08333333333,"module3"
