"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","function_name"
"methanotrophy",0.421311116219608,13.8262255615727,5.74012253536518,0.0234312682139781,0.283912087818402,"Exp1","Root","NIP",1710.66666666667,1842.83333333333,1078.33333333333,1314,1393.33333333333,1579.58333333333,"methanotrophy"
"acetoclastic_methanogenesis",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"acetoclastic_methanogenesis"
"methanogenesis_by_disproportionation_of_methyl_groups",1.49523636228627,4.35442818442114,1.44154982244254,0.254458939057403,0.926230538168946,"Exp1","Root","NIP",0,0,0,0.5,0,0.25,"methanogenesis_by_disproportionation_of_methyl_groups"
"methanogenesis_using_formate",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"methanogenesis_using_formate"
"methanogenesis_by_CO2_reduction_with_H2",-0.96090537318831,4.91432163063985,0.769373224820407,0.389366772361522,0.944081974072743,"Exp1","Root","NIP",2.66666666666667,1.16666666666667,0,0.833333333333333,1.5,0.833333333333333,"methanogenesis_by_CO2_reduction_with_H2"
"methanogenesis_by_reduction_of_methyl_compounds_with_H2",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"methanogenesis_by_reduction_of_methyl_compounds_with_H2"
"hydrogenotrophic_methanogenesis",-0.96090537318831,4.91432163063985,0.769373224820407,0.389366772361522,0.944081974072743,"Exp1","Root","NIP",2.66666666666667,1.16666666666667,0,0.833333333333333,1.5,0.833333333333333,"hydrogenotrophic_methanogenesis"
"methanogenesis",-1.13950370278847,5.32017154570198,1.24017992264614,0.276794660301037,0.944081974072743,"Exp1","Root","NIP",5.83333333333333,2.16666666666667,0,0.833333333333333,3.16666666666667,1.25,"methanogenesis"
"methanol_oxidation",0.381502928023084,12.4815585451276,2.21523995515303,0.147714576935865,0.748831578329037,"Exp1","Root","NIP",570.333333333333,586.333333333333,598.166666666667,584.333333333333,560.75,608.833333333333,"methanol_oxidation"
"methylotrophy",0.410559279122394,14.3038938034671,4.70189506520929,0.038686458550539,0.293372310674921,"Exp1","Root","NIP",2281.33333333333,2429.16666666667,1676.5,1898.33333333333,1954.08333333333,2188.58333333333,"methylotrophy"
"aerobic_ammonia_oxidation",0.110719512134426,10.9916401697829,0.28600734533497,0.596968267067029,1,"Exp1","Root","NIP",168.166666666667,204,215.833333333333,236,218.333333333333,193.666666666667,"aerobic_ammonia_oxidation"
"aerobic_nitrite_oxidation",-0.228642762060756,14.3985022699426,2.29365246967421,0.14099506029032,0.748831578329037,"Exp1","Root","NIP",2409.83333333333,1781.66666666667,2442.16666666667,2424.33333333333,2677,1852,"aerobic_nitrite_oxidation"
"nitrification",-0.198289809859702,14.5272986892841,1.84012569859543,0.185661132839913,0.762815817483136,"Exp1","Root","NIP",2577.83333333333,1985.5,2657.83333333333,2660.5,2895.33333333333,2045.5,"nitrification"
"sulfate_respiration",-0.520532103396674,12.8441466104397,8.60344061235651,0.00658310324192213,0.247257915677949,"Exp1","Root","NIP",685.666666666667,632.666666666667,899,966.333333333333,1021.91666666667,569.916666666667,"sulfate_respiration"
"sulfur_respiration",1.05891043197474,6.269033622229,1.67887379011672,0.20554434512771,0.779355641942568,"Exp1","Root","NIP",12.5,5.5,2.83333333333333,4.5,3.66666666666667,9,"sulfur_respiration"
"dark_sulfite_oxidation",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"dark_sulfite_oxidation"
"sulfite_respiration",0.113703980379864,11.0451373303622,0.374285343259872,0.545562139050717,1,"Exp1","Root","NIP",223.166666666667,182,254.5,202.666666666667,222.666666666667,208.5,"sulfite_respiration"
"thiosulfate_respiration",-1.36425931137574,4.97042419070243,1.8895893458139,0.180037111990841,0.762815817483136,"Exp1","Root","NIP",1.33333333333333,1,1,1.83333333333333,2,0.583333333333333,"thiosulfate_respiration"
"respiration_of_sulfur_compounds",-0.50546945925503,12.8553936522727,8.09841664825926,0.0081513598575148,0.247257915677949,"Exp1","Root","NIP",698.166666666667,638.5,902,970.833333333333,1026.08333333333,578.666666666667,"respiration_of_sulfur_compounds"
"arsenate_detoxification",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"arsenate_detoxification"
"arsenate_respiration",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"arsenate_respiration"
"dissimilatory_arsenate_reduction",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"dissimilatory_arsenate_reduction"
"arsenite_oxidation_detoxification",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"arsenite_oxidation_detoxification"
"arsenite_oxidation_energy_yielding",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"arsenite_oxidation_energy_yielding"
"dissimilatory_arsenite_oxidation",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"dissimilatory_arsenite_oxidation"
"anammox",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"anammox"
"nitrate_denitrification",0.143581181891198,9.0011065953597,0.098825443909776,0.755549874211751,1,"Exp1","Root","NIP",77.6666666666667,30.6666666666667,86.5,31.1666666666667,60.3333333333333,52.6666666666667,"nitrate_denitrification"
"nitrite_denitrification",0.143581181891198,9.0011065953597,0.098825443909776,0.755549874211751,1,"Exp1","Root","NIP",77.6666666666667,30.6666666666667,86.5,31.1666666666667,60.3333333333333,52.6666666666667,"nitrite_denitrification"
"nitrous_oxide_denitrification",0.143581181891198,9.0011065953597,0.098825443909776,0.755549874211751,1,"Exp1","Root","NIP",77.6666666666667,30.6666666666667,86.5,31.1666666666667,60.3333333333333,52.6666666666667,"nitrous_oxide_denitrification"
"denitrification",0.143581181891198,9.0011065953597,0.098825443909776,0.755549874211751,1,"Exp1","Root","NIP",77.6666666666667,30.6666666666667,86.5,31.1666666666667,60.3333333333333,52.6666666666667,"denitrification"
"chitinolysis",0.206991701252989,9.87032623403565,0.13498649644246,0.716050529566923,1,"Exp1","Root","NIP",58.5,189.5,47.8333333333333,70.6666666666667,116.083333333333,67.1666666666667,"chitinolysis"
"knallgas_bacteria",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"knallgas_bacteria"
"dark_hydrogen_oxidation",-0.611280179982641,11.7759049451342,6.96363559392767,0.0133761970683966,0.283912087818402,"Exp1","Root","NIP",504.833333333333,406.833333333333,261,244.333333333333,434.833333333333,273.666666666667,"dark_hydrogen_oxidation"
"nitrogen_fixation",0.724893102478531,14.6282980384645,5.05935678999046,0.0324556306505518,0.283912087818402,"Exp1","Root","NIP",2628.5,2462.33333333333,1536.5,2620.33333333333,1950.91666666667,2672.91666666667,"nitrogen_fixation"
"nitrate_ammonification",-2.53143214396438,4.49363211721301,2.56725218349187,0.136668602950946,0.748831578329037,"Exp1","Root","NIP",1.33333333333333,0,0,0,0.666666666666667,0,"nitrate_ammonification"
"nitrite_ammonification",-2.53143214396438,4.49363211721301,2.56725218349187,0.136668602950946,0.748831578329037,"Exp1","Root","NIP",1.33333333333333,0,0,0,0.666666666666667,0,"nitrite_ammonification"
"nitrite_respiration",0.0805215358597966,9.02423807158944,0.0332087509696472,0.856699367995348,1,"Exp1","Root","NIP",79.3333333333333,31.3333333333333,87.6666666666667,31.5,62.1666666666667,52.75,"nitrite_respiration"
"cellulolysis",0.188113407229495,7.39239019305102,0.1487938622203,0.702575474321411,1,"Exp1","Root","NIP",30.5,10.8333333333333,7.66666666666667,11.6666666666667,16.3333333333333,14,"cellulolysis"
"xylanolysis",0.284648489649864,6.74223783283344,0.1953707296027,0.661843472426352,1,"Exp1","Root","NIP",19.1666666666667,8.16666666666667,3.83333333333333,5.5,8.58333333333333,9.75,"xylanolysis"
"dark_sulfide_oxidation",0.18421341511441,10.100042659681,0.696750772528717,0.410869669287104,0.944081974072743,"Exp1","Root","NIP",150.166666666667,128.166666666667,81.1666666666667,85.1666666666667,109.416666666667,112.916666666667,"dark_sulfide_oxidation"
"dark_sulfur_oxidation",-1.07282303473756,4.33095716789417,0.781429634308858,0.395127894484211,0.944081974072743,"Exp1","Root","NIP",0,0,0,0.333333333333333,0.166666666666667,0,"dark_sulfur_oxidation"
"dark_thiosulfate_oxidation",-0.498174503288578,5.3085864780062,0.207419692703253,0.652272907576144,1,"Exp1","Root","NIP",2.16666666666667,1.16666666666667,4.33333333333333,0.666666666666667,2.91666666666667,1.25,"dark_thiosulfate_oxidation"
"dark_oxidation_of_sulfur_compounds",0.260351879740999,11.1961829621714,0.630073988621751,0.433934475983103,0.944081974072743,"Exp1","Root","NIP",208.833333333333,245.666666666667,208.833333333333,232.5,220.583333333333,227.333333333333,"dark_oxidation_of_sulfur_compounds"
"manganese_oxidation",0.438418636797045,17.1250228074645,1.11755665596149,0.299387046147993,0.944081974072743,"Exp1","Root","NIP",9485.83333333333,13726.5,13000.3333333333,13611.6666666667,11002.1666666667,13910,"manganese_oxidation"
"manganese_respiration",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"manganese_respiration"
"ligninolysis",-0.87734551813603,4.31936684288124,0.612154667670544,0.450066720891568,0.944081974072743,"Exp1","Root","NIP",0,0,0.333333333333333,0,0.166666666666667,0,"ligninolysis"
"fermentation",-0.189754750712293,13.7169994950352,1.77990203000624,0.192799602221012,0.762815817483136,"Exp1","Root","NIP",1874.33333333333,966,1658.33333333333,1275.83333333333,1654.5,1232.75,"fermentation"
"aerobic_chemoheterotrophy",0.461149947281241,17.7282910543512,2.03576624165217,0.164578368863525,0.748831578329037,"Exp1","Root","NIP",18443.5,20456.3333333333,18849.8333333333,20853.5,17634.8333333333,21666.75,"aerobic_chemoheterotrophy"
"invertebrate_parasites",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"invertebrate_parasites"
"human_pathogens_septicemia",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"human_pathogens_septicemia"
"human_pathogens_pneumonia",-0.172244839247713,14.6518240538405,0.650989746764631,0.426488859165947,0.944081974072743,"Exp1","Root","NIP",2816.33333333333,2823.5,2887.5,2371,3108.25,2340.91666666667,"human_pathogens_pneumonia"
"human_pathogens_nosocomia",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"human_pathogens_nosocomia"
"human_pathogens_meningitis",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"human_pathogens_meningitis"
"human_pathogens_gastroenteritis",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"human_pathogens_gastroenteritis"
"human_pathogens_diarrhea",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"human_pathogens_diarrhea"
"human_pathogens_all",-0.159180737188959,14.6728917312297,0.570045849329345,0.456479196254953,0.944081974072743,"Exp1","Root","NIP",2885.83333333333,2847.83333333333,2913.16666666667,2406.5,3140.5,2386.16666666667,"human_pathogens_all"
"fish_parasites",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"fish_parasites"
"human_gut",-0.864277192820737,6.66336375557618,0.82471447852335,0.371475064378954,0.944081974072743,"Exp1","Root","NIP",8.33333333333333,4,23.3333333333333,2.5,14.75,4.33333333333333,"human_gut"
"human_associated",-0.161824772398998,14.6773265554893,0.58531984856451,0.450568631523757,0.944081974072743,"Exp1","Root","NIP",2894.16666666667,2852.16666666667,2936.83333333333,2409,3155.41666666667,2390.66666666667,"human_associated"
"mammal_gut",-0.864277192820737,6.66336375557618,0.82471447852335,0.371475064378954,0.944081974072743,"Exp1","Root","NIP",8.33333333333333,4,23.3333333333333,2.5,14.75,4.33333333333333,"mammal_gut"
"animal_parasites_or_symbionts",-0.161894356537372,14.6776099523031,0.58628104366119,0.45020079478498,0.944081974072743,"Exp1","Root","NIP",2894.83333333333,2852.16666666667,2937,2410.33333333333,3156.08333333333,2391.08333333333,"animal_parasites_or_symbionts"
"plant_pathogen",1.01674545826498,4.79852433692289,0.628187694865468,0.436018166690891,0.944081974072743,"Exp1","Root","NIP",0,0.666666666666667,1.66666666666667,0.833333333333333,0.583333333333333,1,"plant_pathogen"
"oil_bioremediation",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"oil_bioremediation"
"aromatic_hydrocarbon_degradation",-0.89401492415852,4.3212518547638,0.621045394222702,0.44687999224604,0.944081974072743,"Exp1","Root","NIP",0,0,0.333333333333333,0,0.166666666666667,0,"aromatic_hydrocarbon_degradation"
"aromatic_compound_degradation",0.292948316263014,8.8946891755826,0.926357302200129,0.343964508393675,0.944081974072743,"Exp1","Root","NIP",76,34.6666666666667,48.6666666666667,34.8333333333333,45.5833333333333,51.5,"aromatic_compound_degradation"
"aliphatic_non_methane_hydrocarbon_degradation",-0.0968066345577821,4.62156946765023,0.00691247106043382,0.934642057232856,1,"Exp1","Root","NIP",0,0,1.16666666666667,1.16666666666667,0.75,0.416666666666667,"aliphatic_non_methane_hydrocarbon_degradation"
"hydrocarbon_degradation",0.417956445552293,13.8295589635172,5.61935949272053,0.0248060248475638,0.283912087818402,"Exp1","Root","NIP",1711,1845.16666666667,1083.5,1319.5,1398,1581.58333333333,"hydrocarbon_degradation"
"dark_iron_oxidation",0.148077510672438,5.34918381309566,0.0197083114829324,0.889349337497978,1,"Exp1","Root","NIP",2.33333333333333,2.16666666666667,2.16666666666667,2.16666666666667,2.33333333333333,2.08333333333333,"dark_iron_oxidation"
"iron_respiration",-0.894298925927248,14.1812141887404,21.658280352673,6.98459264152385e-05,0.0063559793037867,"Exp1","Root","NIP",1822.16666666667,1499.83333333333,2810.5,2105.66666666667,2880.5,1238.58333333333,"iron_respiration"
"nitrate_respiration",0.0841714599195335,12.9949281179682,0.128765167525261,0.722379426986264,1,"Exp1","Root","NIP",1391.33333333333,557,1030.83333333333,596.666666666667,888.083333333333,899.833333333333,"nitrate_respiration"
"nitrate_reduction",-0.0917005201240835,13.5996627162375,0.179842344318356,0.674715406289501,1,"Exp1","Root","NIP",1850.83333333333,787.666666666667,1682.5,1117.66666666667,1499,1220.33333333333,"nitrate_reduction"
"nitrogen_respiration",0.0841714599195335,12.9949281179682,0.128765167525261,0.722379426986264,1,"Exp1","Root","NIP",1391.33333333333,557,1030.83333333333,596.666666666667,888.083333333333,899.833333333333,"nitrogen_respiration"
"fumarate_respiration",-0.562417835331971,4.93103058312246,0.208916402746254,0.651851593389127,1,"Exp1","Root","NIP",1.33333333333333,1.5,1.66666666666667,0,1.33333333333333,0.916666666666667,"fumarate_respiration"
"intracellular_parasites",0.163101039597767,15.2865814530599,0.476096787384094,0.495816167383875,0.99843034280755,"Exp1","Root","NIP",4058.66666666667,3942.16666666667,4155.83333333333,3854.16666666667,4039.91666666667,3965.5,"intracellular_parasites"
"chlorate_reducers",0.0859929234951464,12.5693330011977,0.114363840896408,0.737725916420511,1,"Exp1","Root","NIP",1166.66666666667,370.5,724.333333333333,393,621.916666666667,705.333333333333,"chlorate_reducers"
"predatory_or_exoparasitic",-0.237188435430982,13.6120376812936,2.50023068470798,0.124944117271151,0.748831578329037,"Exp1","Root","NIP",1508.33333333333,1017.5,1483,1313.16666666667,1578.25,1082.75,"predatory_or_exoparasitic"
"chloroplasts",-0.561029519306767,5.73608154231804,0.456603214011531,0.504701052408212,0.99843034280755,"Exp1","Root","NIP",2.66666666666667,1,5,5.16666666666667,4.25,2.66666666666667,"chloroplasts"
"cyanobacteria",-0.257559581837293,8.19647172874958,0.678862105705492,0.416869649733692,0.944081974072743,"Exp1","Root","NIP",25.3333333333333,26.1666666666667,37.5,23.8333333333333,32.9166666666667,23.5,"cyanobacteria"
"anoxygenic_photoautotrophy_H2_oxidizing",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"anoxygenic_photoautotrophy_H2_oxidizing"
"anoxygenic_photoautotrophy_S_oxidizing",-0.813135690676714,13.4075987828352,4.95454435396491,0.0341589833019888,0.283912087818402,"Exp1","Root","NIP",1308,1153.33333333333,1145.16666666667,997.666666666667,1559.66666666667,742.416666666667,"anoxygenic_photoautotrophy_S_oxidizing"
"anoxygenic_photoautotrophy_Fe_oxidizing",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"anoxygenic_photoautotrophy_Fe_oxidizing"
"anoxygenic_photoautotrophy",-0.813180595027061,13.4076467120265,4.95466654245815,0.0341569408747802,0.283912087818402,"Exp1","Root","NIP",1308.16666666667,1153.33333333333,1145.16666666667,997.666666666667,1559.75,742.416666666667,"anoxygenic_photoautotrophy"
"oxygenic_photoautotrophy",-0.257559581837293,8.19647172874958,0.678862105705492,0.416869649733692,0.944081974072743,"Exp1","Root","NIP",25.3333333333333,26.1666666666667,37.5,23.8333333333333,32.9166666666667,23.5,"oxygenic_photoautotrophy"
"photoautotrophy",-0.796825567920304,13.4436943641155,5.09681209890467,0.031869881190084,0.283912087818402,"Exp1","Root","NIP",1333.66666666667,1179.66666666667,1182.66666666667,1021.33333333333,1592.83333333333,765.833333333333,"photoautotrophy"
"aerobic_anoxygenic_phototrophy",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"aerobic_anoxygenic_phototrophy"
"photoheterotrophy",-0.081004540127208,10.4151503017638,0.0595363888281247,0.808990667048526,1,"Exp1","Root","NIP",143.666666666667,75.8333333333333,177.333333333333,174.166666666667,165.666666666667,119.833333333333,"photoheterotrophy"
"phototrophy",-0.673836986904216,13.6063026491676,4.94499378349852,0.0343190435824442,0.283912087818402,"Exp1","Root","NIP",1476.16666666667,1251,1358.66666666667,1195.16666666667,1755.75,884.75,"phototrophy"
"plastic_degradation",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"plastic_degradation"
"ureolysis",0.471170819943089,10.1639124985764,2.04161005405031,0.163994233619253,0.748831578329037,"Exp1","Root","NIP",140.833333333333,79.6666666666667,105.833333333333,131.333333333333,105.333333333333,123.5,"ureolysis"
"reductive_acetogenesis",2.47757095353238e-16,4.26651661060354,0,1,1,"Exp1","Root","NIP",0,0,0,0,0,0,"reductive_acetogenesis"
"chemoheterotrophy",0.414623264270076,17.9395054231819,2.13003578176013,0.155450509197604,0.748831578329037,"Exp1","Root","NIP",22600,24006.1666666667,22204.3333333333,24055.8333333333,21317.9166666667,25115.25,"chemoheterotrophy"
"methanotrophy1",0.240418963583173,14.272224183396,0.849515821740296,0.365397196080025,0.875030127454796,"Exp1","Root","MH63",1677.33333333333,2536.66666666667,1325.5,2389.66666666667,1621.58333333333,2343,"methanotrophy"
"acetoclastic_methanogenesis1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"acetoclastic_methanogenesis"
"methanogenesis_by_disproportionation_of_methyl_groups1",-0.126754054345614,4.44663216087392,0.017726790882238,0.89539238840474,1,"Exp1","Root","MH63",0,0.333333333333333,0.166666666666667,0.666666666666667,0.25,0.333333333333333,"methanogenesis_by_disproportionation_of_methyl_groups"
"methanogenesis_using_formate1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"methanogenesis_using_formate"
"methanogenesis_by_CO2_reduction_with_H21",0.333271674984966,4.63255286619926,0.0996970955705841,0.755417460831879,1,"Exp1","Root","MH63",0,1.16666666666667,0.5,0.666666666666667,0.416666666666667,0.75,"methanogenesis_by_CO2_reduction_with_H2"
"methanogenesis_by_reduction_of_methyl_compounds_with_H21",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"methanogenesis_by_reduction_of_methyl_compounds_with_H2"
"hydrogenotrophic_methanogenesis1",0.333271674984966,4.63255286619926,0.099697095570584,0.755417460831879,1,"Exp1","Root","MH63",0,1.16666666666667,0.5,0.666666666666667,0.416666666666667,0.75,"hydrogenotrophic_methanogenesis"
"methanogenesis1",1.33153371791965,5.72331019764853,2.73193544464573,0.110720014898465,0.553089947613153,"Exp1","Root","MH63",1.33333333333333,3.16666666666667,4.33333333333333,6.5,2.41666666666667,5.25,"methanogenesis"
"methanol_oxidation1",0.251715766937378,11.7777774273472,0.556659050087209,0.462487472256854,0.956508181258493,"Exp1","Root","MH63",304,399.5,181.833333333333,620.166666666667,318.666666666667,434.083333333333,"methanol_oxidation"
"methylotrophy1",0.214213133765087,14.5067776793496,0.732983422030286,0.399955641686959,0.909899084837831,"Exp1","Root","MH63",1981.33333333333,2936.5,1507.33333333333,3010.16666666667,1940.33333333333,2777.33333333333,"methylotrophy"
"aerobic_ammonia_oxidation1",-0.524537518458437,11.8721302878011,2.57522700702743,0.120962621320682,0.553089947613153,"Exp1","Root","MH63",328.666666666667,403.833333333333,313.833333333333,363.166666666667,390.916666666667,313.833333333333,"aerobic_ammonia_oxidation"
"aerobic_nitrite_oxidation1",-0.269204964237517,14.872534527294,1.39626855142115,0.248339544224904,0.776941429628854,"Exp1","Root","MH63",2479.83333333333,2858.16666666667,3490.33333333333,3791.5,3292.25,3017.66666666667,"aerobic_nitrite_oxidation"
"nitrification1",-0.321342772922388,15.0417263364644,2.48125252773084,0.127636141756882,0.553089947613153,"Exp1","Root","MH63",2808.5,3262.33333333333,3804.16666666667,4154.66666666667,3683.08333333333,3331.75,"nitrification"
"sulfate_respiration1",-0.343535420708327,13.698376686502,2.3467315340939,0.137958273453011,0.570645585646546,"Exp1","Root","MH63",1536.83333333333,1219.33333333333,1305.66666666667,1455.66666666667,1499.75,1259,"sulfate_respiration"
"sulfur_respiration1",1.5860048314629,8.44407156552682,6.66903212444889,0.0159751409356301,0.126035963285074,"Exp1","Root","MH63",29.1666666666667,36.8333333333333,33.6666666666667,36.6666666666667,17.25,50.9166666666667,"sulfur_respiration"
"dark_sulfite_oxidation1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"dark_sulfite_oxidation"
"sulfite_respiration1",-0.206749862422029,11.7252381640062,0.648201286733083,0.428259776288686,0.926696523016176,"Exp1","Root","MH63",240.666666666667,368,372.833333333333,426.333333333333,354.666666666667,349.25,"sulfite_respiration"
"thiosulfate_respiration1",-0.320180850737352,6.01495667994054,0.11510423017077,0.737206848325805,1,"Exp1","Root","MH63",6.16666666666667,5.66666666666667,4,1.83333333333333,4.83333333333333,4,"thiosulfate_respiration"
"respiration_of_sulfur_compounds1",-0.301130533569344,13.7337215408275,2.05086852989775,0.164361487189202,0.650299797139885,"Exp1","Root","MH63",1565.83333333333,1256.83333333333,1339.16666666667,1492.33333333333,1516.75,1310.33333333333,"respiration_of_sulfur_compounds"
"arsenate_detoxification1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"arsenate_detoxification"
"arsenate_respiration1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"arsenate_respiration"
"dissimilatory_arsenate_reduction1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"dissimilatory_arsenate_reduction"
"arsenite_oxidation_detoxification1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"arsenite_oxidation_detoxification"
"arsenite_oxidation_energy_yielding1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"arsenite_oxidation_energy_yielding"
"dissimilatory_arsenite_oxidation1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"dissimilatory_arsenite_oxidation"
"anammox1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"anammox"
"nitrate_denitrification1",1.75497539927234,11.0400260850298,6.51859563100691,0.0170762320713621,0.126035963285074,"Exp1","Root","MH63",538.166666666667,30.6666666666667,81.8333333333333,91.5,93.6666666666667,277.416666666667,"nitrate_denitrification"
"nitrite_denitrification1",1.75497539927234,11.0400260850298,6.51859563100691,0.0170762320713621,0.126035963285074,"Exp1","Root","MH63",538.166666666667,30.6666666666667,81.8333333333333,91.5,93.6666666666667,277.416666666667,"nitrite_denitrification"
"nitrous_oxide_denitrification1",1.75497539927234,11.0400260850298,6.51859563100691,0.0170762320713621,0.126035963285074,"Exp1","Root","MH63",538.166666666667,30.6666666666667,81.8333333333333,91.5,93.6666666666667,277.416666666667,"nitrous_oxide_denitrification"
"denitrification1",1.75497539927234,11.0400260850298,6.51859563100691,0.0170762320713621,0.126035963285074,"Exp1","Root","MH63",538.166666666667,30.6666666666667,81.8333333333333,91.5,93.6666666666667,277.416666666667,"denitrification"
"chitinolysis1",-1.21255934268975,10.9261366216087,6.39977167877632,0.0180051376121534,0.126035963285074,"Exp1","Root","MH63",59.1666666666667,203.166666666667,265.5,210.166666666667,232.583333333333,136.416666666667,"chitinolysis"
"knallgas_bacteria1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"knallgas_bacteria"
"dark_hydrogen_oxidation1",-1.04711581376966,12.6210785168752,10.0571969647804,0.00395016461124537,0.0898662449058321,"Exp1","Root","MH63",849,364.833333333333,623.5,552.833333333333,740.916666666667,454.166666666667,"dark_hydrogen_oxidation"
"nitrogen_fixation1",-0.833051949244435,15.1374531281107,4.43045026593949,0.0453995098888178,0.275423693325494,"Exp1","Root","MH63",1080,2115.33333333333,5707.66666666667,4182.83333333333,4402.91666666667,2140,"nitrogen_fixation"
"nitrate_ammonification1",-2.33215465805064,5.02416738304976,3.75086582848117,0.0668274332029729,0.357723318910032,"Exp1","Root","MH63",2.33333333333333,1.16666666666667,1.16666666666667,0,1.91666666666667,0.416666666666667,"nitrate_ammonification"
"nitrite_ammonification1",-2.33215465805064,5.02416738304976,3.75086582848117,0.0668274332029729,0.357723318910032,"Exp1","Root","MH63",2.33333333333333,1.16666666666667,1.16666666666667,0,1.91666666666667,0.416666666666667,"nitrite_ammonification"
"nitrite_respiration1",1.70776130049877,11.0588355508587,7.15152611749953,0.0129387373804768,0.126035963285074,"Exp1","Root","MH63",543.5,33.5,82.8333333333333,91.5,96.5,279.166666666667,"nitrite_respiration"
"cellulolysis1",0.519147317194745,5.99685272710134,0.30032673443368,0.589655091845181,1,"Exp1","Root","MH63",0,6.33333333333333,5,5.16666666666667,2.83333333333333,5.41666666666667,"cellulolysis"
"xylanolysis1",0.747978137821581,6.70275391862095,0.875753046958515,0.358216453168107,0.875030127454796,"Exp1","Root","MH63",12.5,7.5,9.5,6.66666666666667,6.08333333333333,12,"xylanolysis"
"dark_sulfide_oxidation1",0.0861022104610732,11.10310824993,0.0849481767348013,0.773077279433326,1,"Exp1","Root","MH63",110.666666666667,336.166666666667,202,229.166666666667,193.583333333333,245.416666666667,"dark_sulfide_oxidation"
"dark_sulfur_oxidation1",7.13374711076047e-17,4.25546722492912,0,1,1,"Exp1","Root","MH63",0,0,0,0,0,0,"dark_sulfur_oxidation"
